player.jumperNumber,player.photoURL,player.player.player.playerId,player.playerJumperNumber,team,position,dateOfBirth,draftYear,heightInCm,recruitedFrom,debutYear,draftType,draftPosition,PositionCoded,ID,First.name,Surname,Games,Goals,Brownlow.Votes,name,,,
13,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/280506.png,CD_I280506,13,Adelaide Crows,KEY_FORWARD,25/04/1990,2007,192,North Broken Hill (NSW)/NSW-ACT U18,2009,other,75,Forward,11713,Taylor,Walker,301,680,,Taylor Walker,,,
28,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/294596.png,CD_I294596,28,Collingwood,KEY_FORWARD,26/05/1994,2012,188,Traralgon (Vic)/Gippsland U18/Sydney Swans/ St Kilda,2013,nationalDraft,46,Forward,13206,Tim,Membrey,202,325,,Tim Membrey,,,
4,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/295344.png,CD_I295344,4,GWS GIANTS,MEDIUM_FORWARD,25/09/1993,2011,182,Ashburton (Vic)/Wesley College (Vic)/Oakleigh U18,2012,nationalDraft,11,Forward,12374,Toby,Greene,261,416,,Toby Greene,,,
19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/293813.png,CD_I293813,19,Richmond,KEY_FORWARD,31/10/1992,2010,199,Sorrento (Vic)/Dandenong U18/Gold Coast,2012,nationalDraft,11,Forward,13240,Tom,Lynch,236,488,,Tom Lynch,,,
11,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/996765.png,CD_I996765,11,Sydney Swans,MEDIUM_FORWARD,13/07/1996,2016,177,Bunyip (Vic)/Gippsland U18,2016,rookieElevation,,Forward,12866,Tom,Papley,196,304,,Tom Papley,,,
32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/999391.png,CD_I999391,32,Melbourne,MEDIUM_FORWARD,31/05/2000,2018,183,Bridgewater Callington (SA)/South Adelaide (SANFL),2019,nationalDraft,27,Forward,12693,Tom,Sparrow,117,44,,Tom Sparrow,,,
22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1034411.png,CD_I1034411,22,Brisbane Lions,KEY_FORWARD,09/02/2006,2024,194,Kawana Park JAFC/Maroochydore AFC/Brisbane Lions Academy,2025,nationalDraft,42,Forward,13235,Ty,Gallop,7,4,,Ty Gallop,,,
18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/997230.png,CD_I997230,18,Geelong Cats,MEDIUM_FORWARD,19/10/1998,2018,175,Portland (SA)/LeFevre HS (SA)W-WT (SANFL)/Rich/Adel/W-WT (SANFL),2017,other,,Forward,12552,Tyson,Stengle,110,175,,Tyson Stengle,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/997100.png,CD_I997100,9,Sydney Swans,MEDIUM_FORWARD,26/10/1998,2016,186,Walkerville (SA)/St Peter's College (SA)/North Adelaide (SANFL)/Sydney Swans,2017,nationalDraft,21,Forward,13228,Will,Hayward,184,229,,Will Hayward,,,
32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/291720.png,CD_I291720,32,Collingwood,MEDIUM_FORWARD,02/09/1993,2011,186,North Sunshine (Vic)/Western U18/GWS,2012,nationalDraft,4,Forward,12509,Will,Hoskin-Elliott,242,198,,Will Hoskin-Elliott,,,
15,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/296225.png,CD_I296225,15,Port Adelaide,MEDIUM_FORWARD,04/06/1995,,175,,,,,Forward,12606,Willie,Rioli,109,151,,Willie Rioli,,,
19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017065.png,CD_I1017065,19,Adelaide Crows,MEDIUM_FORWARD,31/01/2003,2021,180,Oak Park (Vic)/Penola Catholic College (Vic)/Calder U18,,nationalDraft,44,Forward,13159,Zac,Taylor,26,8,,Zac Taylor,,,
6,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/294685.png,CD_I294685,6,Carlton,MEDIUM_FORWARD,20/09/1994,2013,186,Albury (NSW)/NSW-ACT U18/Murray U18/GWS,2015,rookieElevation,95,Forward,12175,Zac,Williams,174,69,,Zac Williams,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002267.png,CD_I1002267,9,North Melbourne,MIDFIELDER,08/06/1999,2017,188,Rye (Vic)/Haileybury College (Vic)/Dandenong U18,2018,nationalDraft,4,Midfielder,12590,Luke,Davies-Uniacke,130,49,56,Luke Davies-Uniacke,,,
37,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1012013.png,CD_I1012013,37,Essendon,MIDFIELDER_FORWARD,03/04/2001,2021,192,Noranda (WA)/Subiaco (WAFL),2022,preseason,,Midfielder,12945,Nic,Martin,83,62,33,Nic Martin,,,
23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1001195.png,CD_I1001195,23,Adelaide Crows,MIDFIELDER_FORWARD,23/04/2000,2018,179,Flinders Park (SA)/Henley High School (SA)/W Adelaide (SANFL)/Gold Coast,2019,nationalDraft,3,Midfielder,12798,Izak,Rankine,105,153,30,Izak Rankine,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023518.png,CD_I1023518,3,North Melbourne,MIDFIELDER_FORWARD,13/10/2004,2022,185,Ajax (Vic)/Mount Scopus College (Vic)/Sandringham U18,2023,nationalDraft,3,Midfielder,13034,Harry,Sheezel,67,25,28,Harry Sheezel,,,
12,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993998.png,CD_I993998,12,North Melbourne,MIDFIELDER_FORWARD,05/03/1998,2016,183,Mooroopna (Vic)/Scotch College (Vic)/Murray U18,2017,nationalDraft,12,Midfielder,12502,Jy,Simpkin,173,74,23,Jy Simpkin,,,
12,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008550.png,CD_I1008550,12,Hawthorn,MIDFIELDER,05/06/2001,2019,191,PHOS Camden (SA)/Sacred Heart Coll (SA)/West Adel (SANFL),2021,nationalDraft,13,Midfielder,12794,Will,Day,76,19,21,Will Day,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023492.png,CD_I1023492,9,West Coast Eagles,MIDFIELDER,17/04/2005,2023,187,Tongala/Echuca Under 18s/St. Josephs College/Bendigo Pioneers U18,2024,nationalDraft,1,Midfielder,13111,Harley,Reid,39,24,10,Harley Reid,,,
38,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1004965.png,CD_I1004965,38,North Melbourne,RUCK,15/03/1999,2017,202,Caroline Springs (Vic)/Western U18,2020,nationalDraft,72,Midfielder,12788,Tristan,Xerri,76,25,8,Tristan Xerri,,,
8,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006058.png,CD_I1006058,8,North Melbourne,MIDFIELDER,09/07/2000,2018,186,Broadbeach (Qld),2019,fatherSon,49,Midfielder,12701,Bailey,Scott,113,35,5,Bailey Scott,,,
38,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006136.png,CD_I1006136,38,Adelaide Crows,MIDFIELDER,07/03/2000,2018,186,St Bernard's (Vic)/St Bernard's College (Vic)/Calder U18,2021,nationalDraft,64,Midfielder,12814,Lachlan,Sholl,79,26,5,Lachlan Sholl,,,
24,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1011659.png,CD_I1011659,24,North Melbourne,MIDFIELDER,02/03/2002,2020,184,Unley (SA)/Scotch College (SA)/Sturt (SANFL),2021,nationalDraft,13,Midfielder,13225,Tom,Powell,91,31,5,Tom Powell,,,
6,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023477.png,CD_I1023477,6,North Melbourne,MIDFIELDER,11/06/2004,2022,182,St Peters (Vic)/St Kevin's College (Vic)/Oakleigh U18,2024,nationalDraft,4,Midfielder,13064,George,Wardlaw,39,12,4,George Wardlaw,,,
28,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023482.png,CD_I1023482,28,Hawthorn,MIDFIELDER,21/01/2004,2022,188,Beaumaris (Vic)/Brighton Grammar (Vic)/Sandringham U18,2023,nationalDraft,7,Midfielder,13031,Cam,Mackenzie,46,12,3,Cam Mackenzie,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017939.png,CD_I1017939,9,Western Bulldogs,MIDFIELDER_FORWARD,21/01/2005,2023,186,North Launceston Football Club NTJFA (Tas)/Sandringham Dragons U18,2024,nationalDraft,6,Midfielder,13103,Ryley,Sanders,35,13,3,Ryley Sanders,,,
19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023167.png,CD_I1023167,19,West Coast Eagles,MIDFIELDER,05/03/2003,2021,191,Harvey (WA)/Peel Thunder (WAFL),2022,nationalDraft,31,Midfielder,12957,Brady,Hough,75,3,2,Brady Hough,,,
32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006114.png,CD_I1006114,32,West Coast Eagles,RUCK,17/04/2000,2018,201,Pines (Vic)/Western Port SC (Vic)/Dandenong U18,2020,nationalDraft,35,Midfielder,12836,Bailey,Williams,88,30,1,Bailey J Williams,,,
21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000061.png,CD_I1000061,21,North Melbourne,RUCK,13/06/1999,2017,200,Unley (SA)/Scotch College (SA)/Sturt (SANFL)/Richmond,2020,nationalDraft,20,Midfielder,12730,Callum,Coleman-Jones,32,20,1,Callum Coleman-Jones,,,
8,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1020670.png,CD_I1020670,8,West Coast Eagles,MIDFIELDER,27/05/2004,2022,186,Caversham (WA)/Swan Districts (WAFL),2023,nationalDraft,14,Midfielder,13044,Elijah,Hewett,34,14,1,Elijah Hewett,,,
15,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023681.png,CD_I1023681,15,Geelong Cats,MIDFIELDER,14/04/2005,2025,189,Sth Warrnambool/Emmaneul College (Vic)/Greater Western Victoria Rebels U18,,rookieElevation,13,Midfielder,13249,George,Stevens,2,1,1,George Stevens,,,
34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027790.png,CD_I1027790,34,St Kilda,MIDFIELDER,22/05/2005,2023,185,Greenvale (Vic)/Calder Cannons U18,2024,nationalDraft,50,Midfielder,13125,Hugo,Garcia,26,5,1,Hugo Garcia,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009380.png,CD_I1009380,14,Fremantle,MIDFIELDER,13/08/2001,2019,189,Attadale (WA)/Aquinas College (WA)/East Fremantle (WAFL)/Gold Coast Suns,2020,nationalDraft,27,Midfielder,12820,Jeremy,Sharp,60,20,1,Jeremy Sharp,,,
29,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1012829.png,CD_I1012829,29,North Melbourne,MIDFIELDER,22/05/2002,2020,181,Beverley Hills (Vic)/Caulfield Grammar (Vic)/Oakleigh U18,2021,nationalDraft,3,Midfielder,13202,Will,Phillips,50,8,1,Will Phillips,,,
12,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/998215.png,CD_I998215,12,Essendon,MIDFIELDER,05/02/1998,2016,192,Albury (NSW)/Scots School (NSW)/Sandringham U18/GWS/Carltom,2017,nationalDraft,5,Midfielder,12877,Will,Setterfield,84,15,1,Will Setterfield,,,
12,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1020339.png,CD_I1020339,12,Sydney Swans,MIDFIELDER,07/11/2003,2021,178,Mosman Park (WA)/Christ Church Grammar (WA)/Claremont (WAFL),2023,nationalDraft,18,Midfielder,12951,Angus,Sheldrick,29,9,0,Angus Sheldrick,,,
32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1020586.png,CD_I1020586,32,Western Bulldogs,MIDFIELDER_FORWARD,18/07/2003,2021,180,Mt Barker (WA)/Wesley College (WA)/Claremont (WAFL),2023,nationalDraft,43,Midfielder,13046,Arthur,Jones,18,7,0,Arthur Jones,,,
44,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1011950.png,CD_I1011950,44,Gold Coast SUNS,MIDFIELDER,10/10/2001,2025,184,Carey Grammar/Southport (VFL),2025,rookieElevation,10,Midfielder,13257,Ben,Jepson,1,0,0,Ben Jepson,,,
31,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1015329.png,CD_I1015329,31,Adelaide Crows,MIDFIELDER_FORWARD,01/07/2004,2022,187,Walkerville (SA)/St Peter's College (SA)/North Adelaide U18 (SA),,nationalDraft,43,Midfielder,13150,Billy,Dowling,10,6,0,Billy Dowling,,,
15,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1018335.png,CD_I1018335,15,Adelaide Crows,MIDFIELDER_FORWARD,18/07/2002,2020,189,Happy Valley (SA)/South Adelaide (SANFL),,nationalDraft,25,Midfielder,12932,Brayden,Cook,30,15,0,Brayden Cook,,,
43,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1007591.png,CD_I1007591,43,North Melbourne,RUCK,16/10/1999,2022,203,Northampton/East Fremantle (WAFL),2022,other,8,Midfielder,12999,Brynn,Teakle,21,11,0,Brynn Teakle,,,
18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017057.png,CD_I1017057,18,West Coast Eagles,MIDFIELDER,27/04/2003,2021,186,Lavington (NSW)/Melbourne Grammar (Vic)/Sandringham U18/West Coast,2023,nationalDraft,14,Midfielder,13039,Campbell,Chesser,36,7,0,Campbell Chesser,,,
1,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006203.png,CD_I1006203,1,Adelaide Crows,MIDFIELDER,14/01/2000,2018,180,Launceston (Tas),2019,nationalDraft,9,Midfielder,12691,Chayce,Jones,97,23,0,Chayce Jones,,,
31,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1028563.png,CD_I1028563,31,Port Adelaide,MIDFIELDER,08/11/2006,2024,183,Knox/Eastern U18,,nationalDraft,38,Midfielder,13199,Christian,Moraes,14,2,0,Christian Moraes,,,
29,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1024188.png,CD_I1024188,29,West Coast Eagles,MIDFIELDER,12/05/2005,2023,190,Harvey Brunswick Leschenault (WA)/Peel Thunder (WAFL),,nationalDraft,38,Midfielder,13167,Clay,Hall,16,2,0,Clay Hall,,,
36,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1032108.png,CD_I1032108,36,Carlton,MIDFIELDER,20/03/2005,2024,184,North Melbourne (VFL)/Sandringham U18,2025,other,9,Midfielder,13170,Cooper,Lord,23,5,0,Cooper Lord,,,
34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993940.png,CD_I993940,34,Fremantle,MIDFIELDER,23/03/1997,2015,181,Aspley (NEAFL)/NM/Casey Demons (VFL)/Melb/Port Melb (VFL),2016,nationalDraft,43,Midfielder,12453,Corey,Wagner,57,9,0,Corey Wagner,,,
37,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1018424.png,CD_I1018424,37,Sydney Swans,MIDFIELDER_FORWARD,07/10/2003,2021,182,Willetton (WA)/Aquinas College (WA)/East Fremantle (WAFL),2024,nationalDraft,40,Midfielder,13053,Corey,Warner,23,10,0,Corey Warner,,,
38,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017128.png,CD_I1017128,38,Port Adelaide,RUCK,13/02/2003,2021,202,Brighton Beach (Vic)/Xavier College (Vic)/Sandringham U18,,nationalDraft,56,Midfielder,13073,Dante,Visentini,14,2,0,Dante Visentini,,,
22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027875.png,CD_I1027875,22,St Kilda,MIDFIELDER_FORWARD,18/08/2005,2023,185,Wang Tigers Junior Football Club (Vic)/Murray Bushrangers U18,2024,nationalDraft,18,Midfielder,13110,Darcy,Wilson,41,30,0,Darcy Wilson,,,
16,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1022915.png,CD_I1022915,16,Collingwood,MIDFIELDER,26/05/2004,2022,194,Mosman Park (WA)/Claremont (WAFL),2025,nationalDraft,19,Midfielder,13146,Edward,Allan,15,2,0,Edward Allan,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023785.png,CD_I1023785,5,Essendon,MIDFIELDER,18/10/2004,2022,187,Surrey Park (Vic)/Wesley College (Vic)/Oakleigh U18,2024,nationalDraft,5,Midfielder,13087,Elijah,Tsatas,16,3,0,Elijah Tsatas,,,
49,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027887.png,CD_I1027887,49,Port Adelaide,MIDFIELDER_FORWARD,18/07/2003,2025,182,North Adelaide (SANFL),,other,11,Midfielder,13269,Ewan,Mackinlay,1,1,0,Ewan Mackinlay,,,
38,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1032624.png,CD_I1032624,38,West Coast Eagles,MIDFIELDER_FORWARD,02/05/2006,2024,190,Subiaco JFC/Claremont (WAFL),,nationalDraft,65,Midfielder,13210,Hamish,Davis,8,1,0,Hamish Davis,,,
23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1011755.png,CD_I1011755,23,Essendon,MIDFIELDER_FORWARD,25/02/2001,2019,196,Gisborne (Vic)/PEGS (Vic)/Calder U18,2020,nationalDraft,30,Midfielder,13270,Harry,Jones,59,55,0,Harry Jones,,,
31,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000958.png,CD_I1000958,31,St Kilda,RUCK,11/02/1998,2024,198,Shepparton/Werribee (VFL)/Norwood (SANFL),2025,preseason,,Midfielder,12811,Harry,Boyd,1,0,0,Harry Boyd,,,
24,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1021122.png,CD_I1021122,24,GWS GIANTS,MIDFIELDER,12/08/2004,2022,182,Griffith (NSW)/Calder U18,2025,nationalDraft,16,Midfielder,13045,Harry,Rowston,17,6,0,Harry Rowston,,,
26,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008543.png,CD_I1008543,26,Adelaide Crows,MIDFIELDER,21/02/2001,2019,180,Mintaro-Manoora (SA)/Woodville-West Torrens (SANFL)/Adelaide,2021,nationalDraft,24,Midfielder,12813,Harry,Schoenberg,62,22,0,Harry Schoenberg,,,
19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1028546.png,CD_I1028546,19,Melbourne,MIDFIELDER,15/03/2006,2024,190,Mount Martha JFC/Dandenong U18,2025,nationalDraft,6,Midfielder,13184,Harvey,Langford,22,14,0,Harvey Langford,,,
44,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023680.png,CD_I1023680,44,Hawthorn,MIDFIELDER,20/07/2004,2022,195,Rosebud (Vic)/Rosebud Secondary College (Vic)/Dandenong U18,2023,nationalDraft,37,Midfielder,13091,Henry,Hustwaite,10,2,0,Henry Hustwaite,,,
38,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1029148.png,CD_I1029148,38,St Kilda,MIDFIELDER,11/07/2006,2024,188,Swanbourne JFC/Claremont (WAFL),2025,nationalDraft,45,Midfielder,13220,Hugh,Boxshall,11,2,0,Hugh Boxshall,,,
39,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1015330.png,CD_I1015330,39,Port Adelaide,MIDFIELDER_FORWARD,03/05/2003,,182,,,,,Midfielder,13230,Hugh,Jackson,9,1,0,Hugh Jackson,,,
13,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1011985.png,CD_I1011985,13,Richmond,MIDFIELDER,09/11/2001,2019,187,East Brighton (Vic)/Haileybury College (Vic)/Sandringham U18,2022,nationalDraft,46,Midfielder,12902,Hugo,Ralphsmith,62,21,0,Hugo Ralphsmith,,,
18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1013233.png,CD_I1013233,18,St Kilda,MIDFIELDER,20/12/2002,2020,188,Chapman Valley (WA)/East Fremantle (WAFL),2023,nationalDraft,41,Midfielder,12976,Jack,Carroll,24,5,0,Jack Carroll,,,
44,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1036098.png,CD_I1036098,44,West Coast Eagles,MIDFIELDER,10/11/2001,2024,190,Collingwood (VFL),2025,other,3,Midfielder,13151,Jack,Hutchinson,23,3,0,Jack Hutchinson,,,
10,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1004530.png,CD_I1004530,10,GWS GIANTS,MIDFIELDER,05/07/1998,2020,185,Balaklava (SA)/Woodville-West Torrens (SANFL)/GWS Giants,2023,nationalDraft,59,Midfielder,12402,Jacob,Wehr,39,7,0,Jacob Wehr,,,
46,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1020802.png,CD_I1020802,46,Melbourne,MIDFIELDER,24/02/2003,2022,194,Langwarrin (Vic)/Elisabeth Murdoch College (Vic)/Dandenong U18/West Coast,,other,1,Midfielder,13015,Jai,Culley,16,10,0,Jai Culley,,,
36,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1031829.png,CD_I1031829,36,Richmond,MIDFIELDER,15/06/2002,2023,188,Berwick (Vic)/Carey Grammar (Vic)/Gippsland U18/Tooradin-Dalmore (Vic)/Richmond (VFL),2025,other,12,Midfielder,13095,James,Trezise,24,3,0,James Trezise,,,
29,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1021108.png,CD_I1021108,29,Brisbane Lions,MIDFIELDER,18/07/2003,2021,187,Busselton (WA)/Bunbury Grammar (WA)/East Perth (WAFL),2023,nationalDraft,41,Midfielder,13005,James,Tunstill,12,1,0,James Tunstill,,,
25,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023533.png,CD_I1023533,25,Carlton,MIDFIELDER,29/10/2004,2022,183,Berwick (Vic)/Caulfield Grammar (Vic)/Dandenong U18,2024,nationalDraft,32,Midfielder,13127,Jaxon,Binns,8,3,0,Jaxon Binns,,,
28,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1019916.png,CD_I1019916,28,Richmond,MIDFIELDER,01/03/2005,2023,187,Central Augusta (Spencer Gulf Football League) (SA)/North Adelaide (SANFL),2025,nationalDraft,40,Midfielder,13117,Kane,McAuliffe,14,0,0,Kane McAuliffe,,,
18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023346.png,CD_I1023346,18,Fremantle,RUCK,14/06/2000,2025,204,Beaumaris (Vic)/East Brighton (Vic)/Brighton SC (Vic)/Frankston (VFL)/Fremantle,2024,other,,Midfielder,13172,Liam,Reidy,3,0,0,Liam Reidy,,,
34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027706.png,CD_I1027706,34,Essendon,MIDFIELDER,28/03/2005,2023,181,South Warrnambool Football Netball Club (Vic)/Greater Western Victoria Rebels U18,2025,nationalDraft,39,Midfielder,13234,Luamon,Lual,12,4,0,Luamon Lual,,,
21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1022452.png,CD_I1022452,21,Carlton,MIDFIELDER,21/07/2006,2024,184,Brighton Bombers/Glenelg (SANFL),2025,fatherSon,54,Midfielder,13176,Lucas,Camporeale,3,0,0,Lucas Camporeale,,,
31,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1018992.png,CD_I1018992,31,West Coast Eagles,MIDFIELDER,15/09/2006,2024,184,Bacchus Marsh FNC/Western U18,2025,nationalDraft,48,Midfielder,13271,Lucca,Grego,1,0,0,Lucca Grego,,,
17,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008805.png,CD_I1008805,17,Brisbane Lions,MIDFIELDER,18/04/2001,2024,185,SMOSH West Lakes JFC/Woodville-West Torrens (SANFL),,other,17,Midfielder,13268,Luke,Beecken,1,0,0,Luke Beecken,,,
27,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1021031.png,CD_I1021031,27,Adelaide Crows,MIDFIELDER,25/05/2003,2021,189,Bentleigh (Vic)/Bentleigh SC (Vic)/Sandringham U18,2025,preseason,2,Midfielder,13081,Luke,Nankervis,31,1,0,Luke Nankervis,,,
50,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008649.png,CD_I1008649,50,Port Adelaide,MIDFIELDER,20/02/2002,2025,184,Central District (SANFL)/Port Adelaide (SANFL),,other,16,Midfielder,13239,Mani,Liddy,9,1,0,Mani Liddy,,,
25,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993902.png,CD_I993902,25,West Coast Eagles,RUCK,13/09/1997,2015,202,Narrandera (NSW)/NSW-ACT U18/GWS Giants,2017,nationalDraft,41,Midfielder,12258,Matt,Flynn,55,17,0,Matt Flynn,,,
44,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1016825.png,CD_I1016825,44,Fremantle,MIDFIELDER,16/03/2003,2021,193,North Beach (WA)/Subiaco (WAFL),2023,nationalDraft,21,Midfielder,13047,Matthew,Johnson,55,9,0,Matthew Johnson,,,
